use_id,plant_id,raw_record_id,cesky_nazev_display,cast_rostliny_text,cast_rostliny_kategorie,cast_rostliny_je_kombinovana,domena,domena_slug,poddomena_text,poddomena_kategorie,status_znalosti,status_znalosti_slug,aplikovatelnost_v_cr,aplikovatelnost_slug,typicke_lokality_text,obdobi_ziskani_text,mesic_od,mesic_do,fenologicka_faze,zpusob_pripravy,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial_text,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_cr,dukaznost_typ,dukaznost_skore,dukaznost_rank,ma_druhy_zdroj,je_trvanlive_1m_plus,je_v_jadru_bezne_1m_plus,processing_methods_text,processing_methods_count,ma_potravinove_konzervacni_metody,sber_doporuceni,kuratorska_poznamka
r022,plant_galium_odoratum,R022,mařinka vonná,nať,listova_nadzemni_cast,False,pití,piti,aromatický nápoj / bylinné víno,vune_a_vykurovani,méně známé,mene_zname,střední,stredni,"stinné listnaté lesy, humózní půdy, bučiny",IV–VI,4,6,nať před plným odkvětem nebo krátce při něm,V české etnobotanice zaznamenána jako nápojová bylina; v Evropě známá i pro májové víno.,Aromatický nápoj a chuťová specialita.,nasládle bylinný,"kumarinově sladký, seno-vanilka",neaplikovatelné,Ve větším množství může být problematická kvůli kumarinům.,Opatrnost u citlivých osob a při velkém příjmu.,"Sběr jen tam, kde je legální a druh není lokálně ohrožen.",česká etnobotanika + globální analog,C,3,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: nať před plným odkvětem nebo krátce při něm; v datech je pro něj vedené období IV–VI. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobrá spojka mezi českým a širším evropským repertoárem.
r023,plant_galium_odoratum,R023,mařinka vonná,sušená nať,listova_nadzemni_cast,False,vůně,vune,potpourri / šatník / pokojová vůně,ostatni_specialni,méně známé,mene_zname,střední,stredni,"stinné listnaté lesy, humózní půdy, bučiny",IV–VI,4,6,nať sušená po sběru,Po usušení zesílí příjemná kumarinová vůně; vhodné do směsí a mezi textilie.,"Provonění prostoru a textilu, historicky i odpuzování hmyzu.",neaplikovatelné,"sladce seno-vanilkový, kumarinový",neaplikovatelné,Příliš velké množství v uzavřeném prostoru může být obtěžující; neplést si s jedlou neškodností ve velkých dávkách.,Opatrnost u citlivých osob.,Sběr lokálně opatrně.,historické aromatické použití,C,3,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: nať sušená po sběru; v datech je pro něj vedené období IV–VI. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Jedna z nejzajímavějších „vonných“ bylin evropského lesa.
r024,plant_thymus_vulgaris,R024,tymián obecný,nať,listova_nadzemni_cast,False,fytoterapie,fytoterapie,nálev / bylinný přípravek,caj_nalev,mainstream,mainstream,vysoká,vysoka,"zahrady, bylinkové záhony; přírodní analogie s mateřídouškou na suchých stanovištích",VI–VIII,6,8,kvetoucí nať,Tradičně pro úlevu při produktivním kašli spojeném s nachlazením.,Expektorační tradiční použití.,"kořenitý, teplý","silně bylinný, thymolový",neaplikovatelné,Silice může dráždit ve vysokých dávkách.,Opatrnost u velmi malých dětí a při přecitlivělosti na silice.,Pěstovaný zdroj bez právních problémů.,EMA monografie,A,5,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: kvetoucí nať; v datech je pro něj vedené období VI–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Přidáno jako pevný referenční fytoterapeutický bod databáze.
r025,plant_achillea_millefolium,R025,řebříček obecný,nať,listova_nadzemni_cast,False,fytoterapie,fytoterapie,nálev / obklad,caj_nalev,mainstream,mainstream,vysoká,vysoka,"louky, meze, úhory, okraje cest",VI–IX,6,9,kvetoucí nať,"Tradičně při nechutenství, mírných zažívacích potížích, menstruačních křečích; zevně na drobné rány.","Tradiční trávicí, gynekologický a zevní bylinný účel.",hořce bylinný,"bylinný, lehce kořenitý",neaplikovatelné,Možná přecitlivělost u citlivých osob.,Pozor u alergie na hvězdnicovité.,Běžný sběr možný.,EMA monografie,A,5,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: kvetoucí nať; v datech je pro něj vedené období VI–IX. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobrý univerzální léčivý zástupce běžné české louky.
r026,plant_picea_abies,R026,smrk ztepilý,pryskyřice,drevnata_cast,False,vůně,vune,kadidlo / vykuřování / aromatická pryskyřice,vune_a_vykurovani,méně známé,mene_zname,vysoká,vysoka,"horské a podhorské smrčiny, výsadby, zahrady",celoročně,1,12,"pryskyřice vytékající po poranění, lépe za tepla",Usušené kousky pryskyřice nebo smolnaté části lze použít jako aromatický dým.,Pryskyřičná vůně prostoru a rituální/atmosférické použití.,neaplikovatelné,"lesně pryskyřičný, terpenický",neaplikovatelné,Kouř může dráždit dýchací cesty; sběr z živých stromů může škodit.,Nevhodné pro astmatiky nebo citlivé na kouř.,Nepoškozovat živé stromy; sbírat jen vytékající/zatvrdlou pryskyřici velmi střídmě.,globální aromatický analog + chemický kontext,C,3,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: pryskyřice vytékající po poranění, lépe za tepla; v datech je pro něj vedené období celoročně. Dřevnatý materiál ber jen suchý a zdravý; nepoškozuj hlavní kmen ani nosné větve. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Vhodné zařadit do vůní, nikoli automaticky do léčby."
r027,plant_quercus_spp,R027,dub,dřevo,drevnata_cast,False,palivo,palivo,tvrdé palivové dřevo,palivo,mainstream,mainstream,vysoká,vysoka,"dubiny, remízky, aleje; v praxi štípané palivo",IX–II + sušení,9,2,dobře vyschlé dřevo,Husté tvrdé dřevo vhodné pro delší hoření a kvalitní žhavé uhlíky.,Dlouhé sálání a vysoká praktická topná hodnota.,neaplikovatelné,jemně dřevitý při hoření,"vysoký; dlouhé hoření, dobré uhlíky",Mokré dřevo hoří špatně a zanáší spalovací systém.,Nutné dobře vysušit; jako každé dřevo nevhodné spalovat mokré.,Palivo jen z legálního zdroje.,technický zdroj o palivu,B,4,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: dobře vyschlé dřevo; v datech je pro něj vedené období IX–II + sušení. Dřevnatý materiál ber jen suchý a zdravý; nepoškozuj hlavní kmen ani nosné větve. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Tvrdé dřevo je v praxi vhodnější pro dlouhé topení než většina jehličnanů.
r028,plant_fagus_sylvatica,R028,buk lesní,dřevo,drevnata_cast,False,palivo,palivo,tvrdé palivové dřevo,palivo,mainstream,mainstream,vysoká,vysoka,"bučiny, hospodářské lesy; v praxi štípané palivo",IX–II + sušení,9,2,dobře vyschlé dřevo,Buk dává vysoký výhřevný potenciál a velmi dobrý plamen.,Silné topné dřevo pro kamna i krby.,neaplikovatelné,čistě dřevitý při hoření,vysoký; velmi dobré topné dřevo,Mokré dřevo ztrácí účinnost.,Nutné sezónování.,Palivo jen z legálního zdroje.,technický zdroj o palivu,B,4,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: dobře vyschlé dřevo; v datech je pro něj vedené období IX–II + sušení. Dřevnatý materiál ber jen suchý a zdravý; nepoškozuj hlavní kmen ani nosné větve. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Patří k nejspolehlivějším evropským palivovým dřevům.
r029,plant_betula_pendula,R029,bříza bělokorá,dřevo,drevnata_cast,False,palivo,palivo,rychle chytající palivo,ostatni_specialni,mainstream,mainstream,vysoká,vysoka,"paseky, nálety, remízky; v praxi štípané palivo",IX–II + sušení,9,2,dobře vyschlé dřevo,Dobře se rozhoří a poskytuje slušný tepelný výkon; užitečné i na rozpal.,"Rychlé až střední topení, dobrý start ohně.",neaplikovatelné,příjemně dřevitý,střední až vyšší; snadné rozhoření,Kůra je velmi hořlavá; při špatném skladování rychle nasává vlhkost.,Jako vždy sušit a nepřetápět sazí z mokrého dřeva.,Palivo jen z legálního zdroje.,technický zdroj o palivu,B,4,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: dobře vyschlé dřevo; v datech je pro něj vedené období IX–II + sušení. Dřevnatý materiál ber jen suchý a zdravý; nepoškozuj hlavní kmen ani nosné větve. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Prakticky užitečné i jako mezistupeň mezi podpalem a tvrdým dřevem.
r030,plant_pinus_sylvestris,R030,borovice lesní,dřevo,drevnata_cast,False,palivo,palivo,rychlé teplo / podpal,palivo,mainstream,mainstream,vysoká,vysoka,"borové lesy, písčiny, hospodářské porosty",IX–II + sušení,9,2,dobře vyschlé smolnaté dřevo,"Jehličnaté dřevo chytá rychleji, ale může více kouřit a jiskřit; hodí se pro rychlý rozběh ohně.",Rychlé teplo a rozpal.,neaplikovatelné,pryskyřičně dřevitý,"střední; rychlé rozhoření, více kouře/pryskyřic",Vyšší riziko jisker a usazenin při špatném spalování.,Nevhodné dlouhodobě spalovat mokré kvůli usazeninám.,Palivo jen z legálního zdroje.,technický zdroj o palivu,B,4,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: dobře vyschlé smolnaté dřevo; v datech je pro něj vedené období IX–II + sušení. Dřevnatý materiál ber jen suchý a zdravý; nepoškozuj hlavní kmen ani nosné větve. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Softwood je praktické na rozpal, méně ideální pro dlouhé klidné sálání."
r031,plant_picea_abies,R031,smrk ztepilý,dřevo,drevnata_cast,False,palivo,palivo,rychlé teplo / podpal,palivo,mainstream,mainstream,vysoká,vysoka,"smrčiny, výsadby, hospodářské porosty",IX–II + sušení,9,2,dobře vyschlé dřevo,"Smrk se dobře hodí pro rychlé rozhoření, ale pro dlouhou výdrž je slabší než hustá tvrdá dřeva.",Rychlý start ohně a krátkodobé teplo.,neaplikovatelné,pryskyřičný,"nižší až střední; rychlé rozhoření, kratší výdrž",Více pryskyřic a při špatném spalování vyšší riziko usazenin.,Důsledně sušit a nepoužívat mokré.,Palivo jen z legálního zdroje.,technický zdroj o palivu,B,4,True,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: dobře vyschlé dřevo; v datech je pro něj vedené období IX–II + sušení. Dřevnatý materiál ber jen suchý a zdravý; nepoškozuj hlavní kmen ani nosné větve. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Praktická položka pro srovnání s dubem a bukem.
r032,plant_acer_platanoides_acer_pseudoplatanus_acer_campestre,R032,javor mléč / javor klen / javor babyka,míza,miza,False,pití,piti,čerstvá jarní míza,ostatni_specialni,globální analog,globalni_analog,střední,stredni,"listnaté lesy, parky, meze, aleje, starší stromy",III–IV,3,4,jarní tok mízy před plným olistěním,Jen šetrný odběr malého množství z vlastních stromů; pít čerstvé a rychle spotřebovat.,Sezónní minerální nápoj; severovýchodoevropský analog použitelný i v ČR.,"jemně sladká, vodnatá",slabě dřevitá,neaplikovatelné,Nešetrné navrtávání může strom poškodit; míza se rychle kazí.,Nevhodné sbírat destruktivně; důraz na hygienu a minimální zásah.,Preferovat vlastní pozemek nebo pěstované stromy; ve volné krajině jen maximálně šetrně.,etnobotanika severní a východní Evropy,D,2,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: jarní tok mízy před plným olistěním; v datech je pro něj vedené období III–IV. Mízu odebírej jen z vlastních nebo výslovně povolených stromů, co nejšetrněji a jen v malém množství; strom zbytečně neoslabuj a mízu hned chlaď nebo zpracuj. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Používej čisté potravinářské nádoby, mízu drž v chladu a zpracuj ji co nejrychleji, protože se rychle kazí.","V ČR spíše obskurnější než březová míza, ale biologicky plausibilní a dobře přenositelná."
r033,plant_acer_platanoides_acer_pseudoplatanus_acer_campestre,R033,javor mléč / javor klen / javor babyka,míza,miza,False,pití,piti,fermentovaný nápoj / sirup / ocet,sirup_koncentrat,globální analog,globalni_analog,střední,stredni,"listnaté lesy, parky, meze, aleje",III–IV,3,4,čerstvě získaná míza,Mízu lze v globálních tradicích fermentovat nebo odpařovat; v českém kontextu spíše experimentální domácí použití.,"Trvanlivější jarní nápoj nebo sladidlo s regionálně vzdáleným, ale přenositelným modelem.",jemně sladká až lehce kyselá,slabý,neaplikovatelné,Nízká výtěžnost; snadné mikrobiální zkažení při špatné hygieně.,U fermentace nutná čistota; u sirupu vysoká pracnost a spotřeba energie.,"Jde o globální analog, ne o pevné české mainstreamové použití.",etnobotanika severní a východní Evropy,D,2,False,False,False,Sirup / koncentrát · Kvašení / fermentace · Naložení do octa / ocet,3,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvě získaná míza; v datech je pro něj vedené období III–IV. Mízu odebírej jen z vlastních nebo výslovně povolených stromů, co nejšetrněji a jen v malém množství; strom zbytečně neoslabuj a mízu hned chlaď nebo zpracuj. Používej čisté potravinářské nádoby, mízu drž v chladu a zpracuj ji co nejrychleji, protože se rychle kazí.","Prakticky zajímavé pro databázi právě jako přenositelný, ale téměř zapomenutý směr."
r034,plant_matricaria_recutita,R034,heřmánek pravý,květ,kvetni_cast,False,pití,piti,nálev / čaj,caj_nalev,mainstream,mainstream,vysoká,vysoka,"pole, úhory, zahrady, slunné okraje cest",V–VIII,5,8,plně rozkvetlé úbory za suchého počasí,Sušit rychle a šetrně; připravit nálev z květů.,Aromatický uklidňující nápoj a domácí základ bylinkové lékárny.,"sladce bylinný, lehce jablečný",teplý květově bylinný,neaplikovatelné,"Možná alergie u citlivých osob, zvlášť u hvězdnicovitých.",Opatrnost při známé alergii na Asteraceae.,Běžný sběr i pěstování; nebrat z kontaminovaných míst.,EMA monografie,A,5,False,False,False,,0,False,"Sbírej jen správně určený, zdravý materiál v této fázi: plně rozkvetlé úbory za suchého počasí; v datech je pro něj vedené období V–VIII. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Silný základ databáze: zároveň pití, léčivo i aromatická rostlina."
